catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa,publication_status
ps4-metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V The Phantom Pain,PAL España,standard,metal gear solid v the phantom pain,metal gear solid v the phantom pain,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Konami Digital Entertainment,konami-digital-entertainment,Konami Digital Entertainment,EXACT_NAME_OR_ALIAS,Konami,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/metal-gear-solid-v-the-phantom-pain,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA01154_00,CUSA01154_00,HIGH_REPLACEMENT_BLOCKED
ps4-metal-gear-survive,Metal Gear Survive,PAL España,standard,metal gear survive,metal gear survive,GAME_OR_UNKNOWN,DEVELOPER,developer,Konami,konami,Konami | KONAMI,EXACT_NAME_OR_ALIAS,Konami Digital Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/543900 | https://www.wikidata.org/wiki/Q27534668,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA07201_00,CUSA07201_00,HIGH_REPLACEMENT_BLOCKED
ps4-metal-slug-xx,Metal Slug XX,PAL España,standard,metal slug xx,metal slug xx,GAME_OR_UNKNOWN,DEVELOPER,developer,SNK Corporation,snk,SNK | SNK CORPORATION,EXACT_NAME_OR_ALIAS,SNK Playmore,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE,B_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/metal-slug-xx | https://store.steampowered.com/app/975680,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-monster-jam-steel-titans-2,Monster Jam Steel Titans 2,PAL España,standard,monster jam steel titans 2,monster jam steel titans 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Rainbow Studios,rainbow-studios,Rainbow Studios,EXACT_NAME_OR_ALIAS,Rainbow,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4389-CUSA25600_00-MONSTERJAM2EU000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1205480 | https://www.wikidata.org/wiki/Q111982646 | https://gamesdb.launchbox-app.com/games/details/476472,"Developed by Rainbow Studios | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA19156_00,,HIGH_REPLACEMENT_BLOCKED
ps4-necromunda-hired-gun,Necromunda: Hired Gun,PAL España,standard,necromunda hired gun,necromunda hired gun,GAME_OR_UNKNOWN,DEVELOPER,developer,Streum On Studio,streum-on-studio,Streum On Studio,EXACT_NAME_OR_ALIAS,Streumon studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1222370 | https://www.wikidata.org/wiki/Q106967650 | https://gamesdb.launchbox-app.com/games/details/473558,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA28810_00,CUSA28810_00,HIGH_REPLACEMENT_BLOCKED
ps4-neptunia-sisters-vs-sisters,Neptunia: Sisters VS Sisters,PAL España,standard,neptunia sisters vs sisters,neptunia sisters vs sisters,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,"Idea Factory Co., Ltd.",idea-factory,Idea Factory,EXACT_NAME_OR_ALIAS,Compile Heart,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/neptunia-sisters-vs-sisters | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA35730_00,CUSA35730_00,HIGH_REPLACEMENT_BLOCKED
ps4-neptunia-x-senran-kagura-ninja-wars,Neptunia x Senran Kagura: Ninja Wars,PAL España,standard,neptunia x senran kagura ninja wars,neptunia x senran kagura ninja wars,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Reef Entertainment,reef-entertainment,Reef Entertainment,EXACT_NAME_OR_ALIAS,Compile Heart,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/neptunia-x-senran-kagura-ninja-wars,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA29604_00,CUSA29604_00,HIGH_REPLACEMENT_BLOCKED
ps4-nickelodeon-kart-racers-2-grand-prix,Nickelodeon Kart Racers 2: Grand Prix,PAL España,standard,nickelodeon kart racers 2 grand prix,nickelodeon kart racers 2 grand prix,GAME_OR_UNKNOWN,DEVELOPER,developer,Bamtang Games,bamtang-games,Bamtang Games,EXACT_NAME_OR_ALIAS,Bamtang,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1383960 | https://www.wikidata.org/wiki/Q96395586 | https://gamesdb.launchbox-app.com/games/details/206672,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA18380_00,,HIGH_REPLACEMENT_BLOCKED
ps4-nier-automata,Nier Automata,PAL España,standard,nier automata,nier automata,GAME_OR_UNKNOWN,DEVELOPER,developer,PlatinumGames Inc,platinumgames,PlatinumGames | PlatinumGames Inc.,EXACT_NAME_OR_ALIAS,Platinum Games,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/524220 | https://gamesdb.launchbox-app.com/games/details/35050,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA02517_00,,HIGH_REPLACEMENT_BLOCKED
ps4-nitroplus-blasterz-heroines-infinite-duel,Nitroplus Blasterz: Heroines Infinite Duel,PAL España,standard,nitroplus blasterz heroines infinite duel,nitroplus blasterz heroines infinite duel,GAME_OR_UNKNOWN,DEVELOPER,developer,Examu,examu,Examu | EXAMU,EXACT_NAME_OR_ALIAS,Team Arcana,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/482450,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA02597_00,,HIGH_REPLACEMENT_BLOCKED
ps4-onimusha-warlords,Onimusha Warlords,PAL España,standard,onimusha warlords,onimusha warlords,GAME_OR_UNKNOWN,DEVELOPER,developer,Capcom,capcom,Capcom | CAPCOM Co Ltd,EXACT_NAME_OR_ALIAS,Neobards Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/761600 | https://gamesdb.launchbox-app.com/games/details/162525,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA11142_00,,HIGH_REPLACEMENT_BLOCKED
ps4-plants-vs-zombies-battle-for-neighborville,Plants Vs. Zombies: Battle For Neighborville,PAL España,standard,plants vs zombies battle for neighborville,plants vs zombies battle for neighborville,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Electronic Arts,electronic-arts,Electronic Arts,EXACT_NAME_OR_ALIAS,PopCap Games,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/plants-vs-zombies-battle-for-neighborville | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA10852_00,CUSA10852_00,HIGH_REPLACEMENT_BLOCKED
ps4-prince-of-persia-the-lost-crown,Prince of Persia: The Lost Crown,PAL España,standard,prince of persia the lost crown,prince of persia the lost crown,GAME_OR_UNKNOWN,DEVELOPER,developer,Ubisoft Montpellier,ubisoft-montpellier,Ubisoft Montpellier,EXACT_NAME_OR_ALIAS,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/2751000 | https://gamesdb.launchbox-app.com/games/details/441456,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA36582_00,CUSA36582_00,HIGH_REPLACEMENT_BLOCKED
ps4-pro-evolution-soccer-2018,Pro Evolution Soccer 2018,PAL España,standard,pro evolution soccer 2018,pro evolution soccer 2018,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Konami,konami,Konami,EXACT_NAME_OR_ALIAS,Konami Digital Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/pro-evolution-soccer-2018 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-pro-evolution-soccer-2019,Pro Evolution Soccer 2019,PAL España,standard,pro evolution soccer 2019,pro evolution soccer 2019,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Konami,konami,Konami,EXACT_NAME_OR_ALIAS,Konami Digital Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/pro-evolution-soccer-2019 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA11154_00,CUSA11154_00,HIGH_REPLACEMENT_BLOCKED
ps4-pure-hold%27em,Pure Hold'em,PAL España,standard,pure hold em,pure hold em,GAME_OR_UNKNOWN,DEVELOPER,developer,VooFoo Studios,voofoo-studios,Voofoo Studios | VooFoo Studios,EXACT_NAME_OR_ALIAS,VooFoo,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT,4,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4337-CUSA01103_00-UPUREPOKER000001 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/322950 | https://www.wikidata.org/wiki/Q110538340,"Developed by Voofoo Studios | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-puyo-puyo-tetris-2,Puyo Puyo Tetris 2,PAL España,standard,puyo puyo tetris 2,puyo puyo tetris 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Sega,sega,Sega | SEGA,EXACT_NAME_OR_ALIAS,Sonic Team,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/puyo-puyo-tetris-2 | https://store.steampowered.com/app/1259790 | https://gamesdb.launchbox-app.com/games/details/473833,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA24366_00,CUSA24366_00,HIGH_REPLACEMENT_BLOCKED
ps4-real-farm,Real Farm,PAL España,standard,real farm,real farm,GAME_OR_UNKNOWN,DEVELOPER,developer,Triangle Studios,triangle-studios,Triangle Studios,EXACT_NAME_OR_ALIAS,"Soedesco, Triangle Studios",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/real-farm | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473847,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA07966_00,,IDENTIFIER_BLOCKED
ps4-red-dead-redemption-2,Red Dead Redemption 2,PAL España,standard,red dead redemption 2,red dead redemption 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Rockstar Games,rockstar-games,Rockstar Games,EXACT_NAME_OR_ALIAS,Rockstar San Diego,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1174180,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA08519_00,CUSA08519_00,HIGH_REPLACEMENT_BLOCKED
ps4-resident-evil-3,Resident Evil 3,PAL España,standard,resident evil 3,resident evil 3,GAME_OR_UNKNOWN,DEVELOPER,developer,Capcom,capcom,Capcom | CAPCOM Co Ltd.,EXACT_NAME_OR_ALIAS,M-Two,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/resident-evil-3 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/952060 | https://gamesdb.launchbox-app.com/games/details/173443,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA14278_00,CUSA14278_00,HIGH_REPLACEMENT_BLOCKED
ps4-riders-republic,Riders Republic,PAL España,standard,riders republic,riders republic,GAME_OR_UNKNOWN,DEVELOPER,developer,Ubisoft Annecy,ubisoft-annecy,Ubisoft Annecy,EXACT_NAME_OR_ALIAS,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/2290180 | https://www.wikidata.org/wiki/Q99316640 | https://gamesdb.launchbox-app.com/games/details/473842,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA19394_00,,HIGH_REPLACEMENT_BLOCKED
ps4-ryan%27s-rescue-squad,Ryan's Rescue Squad,PAL España,standard,ryan s rescue squad,ryan s rescue squad,GAME_OR_UNKNOWN,DEVELOPER,developer,Stage Clear Studios,stage-clear-studios,STAGE CLEAR STUDIOS | Stage Clear Studios,EXACT_NAME_OR_ALIAS,Clear Stage Studios,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | C_DISCOVERY,https://store.playstation.com/es-es/product/EP3678-CUSA27885_00-RYANSWORLDGAME01 | https://store.steampowered.com/app/1596940 | https://www.wikidata.org/wiki/Q111152424 | https://gamesdb.launchbox-app.com/games/details/473754,"DEVELOPED BY 2022 STAGE CLEAR STUDIOS | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA27884_00,,HIGH_REPLACEMENT_BLOCKED
ps4-senran-kagura-burst-renewal,Senran Kagura Burst Re:Newal,PAL España,standard,senran kagura burst re newal,senran kagura burst re newal,GAME_OR_UNKNOWN,DEVELOPER,developer,Tamsoft Corporation,tamsoft,Tamsoft,EXACT_NAME_OR_ALIAS,Honey Parade Games,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/889510 | https://www.wikidata.org/wiki/Q58796231 | https://gamesdb.launchbox-app.com/games/details/162524,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA09269_00,,HIGH_REPLACEMENT_BLOCKED
ps4-snk-heroines-tag-team-frenzy-diamond-dream-edition,SNK Heroines: Tag Team Frenzy [Diamond Dream Edition],PAL España,standard,snk heroines tag team frenzy,snk heroines tag team frenzy,GAME_OR_UNKNOWN,DEVELOPER,developer,Abstraction Games,abstraction-games,Abstraction Games,EXACT_NAME_OR_ALIAS,"KOF Studio, Abstraction Games",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,3,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/snk-heroines-tag-team-frenzy-diamond-dream-edition | https://store.steampowered.com/app/794580 | https://www.wikidata.org/wiki/Q48862321,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-south-park-the-fractured-but-whole-deluxe-edition,South Park The Fractured but Whole [Deluxe Edition],PAL España,standard,south park the fractured but whole,south park the fractured but whole,EDITION_VARIANT,DEVELOPER,developer,Ubisoft San Francisco,ubisoft-san-francisco,Ubisoft San Francisco,EXACT_NAME_OR_ALIAS,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/488790 | https://gamesdb.launchbox-app.com/games/details/193212,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
