catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa,previous_value,new_company_name,new_company_slug,field_source,reviewed_at,review_batch,publication_status
ps4-the-last-of-us-part-ii-ellie-edition,The Last Of Us Part II [Ellie Edition],PAL España,standard,the last of us part ii,the last of us part ii,GAME_OR_UNKNOWN,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog LLC | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA10249_00-THELASTOFUSPART2 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.wikidata.org/wiki/Q88311456 | https://gamesdb.launchbox-app.com/games/details/121823,developed by Naughty Dog LLC | La lista específica de PS4 atribuye el desarrollo a esta compañía. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-special-edition,The Last of Us Part II [Special Edition],PAL España,standard,the last of us part ii,the last of us part ii,EDITION_VARIANT,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog LLC | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA10249_00-THELASTOFUSPART2 | https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-special-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.wikidata.org/wiki/Q88305796 | https://gamesdb.launchbox-app.com/games/details/121823,developed by Naughty Dog LLC | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-special-edition,The Last of Us Part II [Special Edition],PAL España,standard,the last of us part ii,the last of us part ii,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Interactive Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-special-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-standard-plus-edition,The Last Of Us Part II [Standard Plus Edition],PAL España,standard,the last of us part ii,the last of us part ii,GAME_OR_UNKNOWN,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog LLC | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA10249_00-THELASTOFUSPART2 | https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-standard-plus-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/121823,developed by Naughty Dog LLC | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,CUSA10249_00,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-standard-plus-edition,The Last Of Us Part II [Standard Plus Edition],PAL España,standard,the last of us part ii,the last of us part ii,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Computer Entertainment | Sony Interactive Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-standard-plus-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,CUSA10249_00,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-with-limited-edition-steelbook,The Last Of Us Part II [With Limited Edition Steelbook],PAL España,standard,the last of us part ii,the last of us part ii,EDITION_VARIANT,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog LLC | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA10249_00-THELASTOFUSPART2 | https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-with-limited-edition-steelbook | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/121823,developed by Naughty Dog LLC | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,CUSA10249_00,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-part-ii-with-limited-edition-steelbook,The Last Of Us Part II [With Limited Edition Steelbook],PAL España,standard,the last of us part ii,the last of us part ii,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Interactive Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-part-ii-with-limited-edition-steelbook | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,CUSA10249_00,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-remastered-day-one-edition,The Last of Us: Remastered [Day One Edition],PAL España,standard,the last of us remastered,the last of us,EDITION_VARIANT,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog Inc | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA00556_00-THELASTOFUS00000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/21182,"developed by Naughty Dog, Inc “The Last of Us” is a trademark or a registered trademark of Sony Computer Entertainment Europe | developed by Naughty Dog, Inc | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-remastered-only-on-playstation,The Last Of Us Remastered [Only On PlayStation],PAL España,standard,the last of us remastered,the last of us remastered only on playstation,GAME_OR_UNKNOWN,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog Inc | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA00556_00-THELASTOFUS00000 | https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-remastered-only-on-playstation | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/21182,"developed by Naughty Dog, Inc “The Last of Us” is a trademark or a registered trademark of Sony Computer Entertainment Europe | developed by Naughty Dog, Inc | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-remastered-only-on-playstation,The Last Of Us Remastered [Only On PlayStation],PAL España,standard,the last of us remastered,the last of us remastered only on playstation,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Computer Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-remastered-only-on-playstation | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-remastered-playstation-hits,The Last of Us Remastered [Playstation Hits],PAL España,standard,the last of us remastered,the last of us,EDITION_VARIANT,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog Inc | Naughty Dog Inc. | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA00556_00-THELASTOFUS00000 | https://www.pricecharting.com/game/pal-playstation-4/the-last-of-us-remastered-playstation-hits | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/21182,"developed by Naughty Dog, Inc “The Last of Us” is a trademark or a registered trademark of Sony Computer Entertainment Europe | developed by Naughty Dog, Inc | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,CUSA00557_00,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-last-of-us-remastered-steelbook-edition,The Last Of Us Remastered [Steelbook Edition],PAL España,standard,the last of us remastered,the last of us,EDITION_VARIANT,DEVELOPER,developer,Naughty Dog,naughty-dog,Naughty Dog Inc | Naughty Dog,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA00556_00-THELASTOFUS00000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/21182,"developed by Naughty Dog, Inc “The Last of Us” is a trademark or a registered trademark of Sony Computer Entertainment Europe | developed by Naughty Dog, Inc | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Naughty Dog,naughty-dog,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-legend-of-heroes-trails-beyond-the-horizon-limited-edition,The Legend Of Heroes: Trails Beyond The Horizon [Limited Edition],PAL España,standard,the legend of heroes trails beyond the horizon,the legend of heroes trails beyond the horizon,EDITION_VARIANT,DEVELOPER,developer,Nihon Falcom Corporation,nihon-falcom,Nihon Falcom,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/3316940 | https://gamesdb.launchbox-app.com/games/details/476385,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,CUSA51534_00,,Nihon Falcom Corporation,nihon-falcom,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-legend-of-heroes-trails-to-azure-limited-edition,The Legend Of Heroes: Trails To Azure [Limited Edition],PAL España,standard,the legend of heroes trails to azure,the legend of heroes trails to azure,EDITION_VARIANT,DEVELOPER,developer,Nihon Falcom Corporation,nihon-falcom,Nihon Falcom,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1668520 | https://gamesdb.launchbox-app.com/games/details/476424,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Nihon Falcom Corporation,nihon-falcom,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-legend-of-nayuta-boundless-trails-limited-edition,The Legend Of Nayuta: Boundless Trails [Limited Edition],PAL España,standard,the legend of nayuta boundless trails,the legend of nayuta boundless trails,EDITION_VARIANT,DEVELOPER,developer,Nihon Falcom Corporation,nihon-falcom,Nihon Falcom,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1668530 | https://gamesdb.launchbox-app.com/games/details/476418,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Nihon Falcom Corporation,nihon-falcom,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-long-reach-signature-edition,The Long Reach [Signature Edition],PAL España,standard,the long reach,the long reach,GAME_OR_UNKNOWN,DEVELOPER,developer,Painted Black Games,painted-black-games,Painted Black Games,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | MATCHED_PS4_PRODUCT,3,PLAYSTATION_STORE_EXPLICIT_CREDIT | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP1121-CUSA08747_00-THELONGREACHEU01 | https://www.pricecharting.com/game/pal-playstation-4/the-long-reach-signature-edition | https://store.steampowered.com/app/584990,"developed by Painted Black Games, published by Merge Games Ltd | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Painted Black Games,painted-black-games,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-sims-4-deluxe-party-edition,The Sims 4 [Deluxe Party Edition],PAL España,standard,the sims 4,the sims 4,EDITION_VARIANT,DEVELOPER,developer,Maxis,maxis,Maxis,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1222670 | https://www.wikidata.org/wiki/Q12579896 | https://gamesdb.launchbox-app.com/games/details/193211,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Maxis,maxis,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-smurfs-mission-vileaf-collector%27s-edition,The Smurfs: Mission Vileaf [Collector's Edition],PAL España,standard,the smurfs mission vileaf,the smurfs mission vileaf,EDITION_VARIANT,DEVELOPER,developer,OSome Studio,osome-studio,Osome Studio | OSome Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT,4,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4295-CUSA26670_00-SMURFSPS400000EU | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1502560 | https://www.wikidata.org/wiki/Q108327597,"Developed by Osome Studio | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,OSome Studio,osome-studio,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-surge-augmented-edition,The Surge [Augmented Edition],PAL España,standard,the surge,the surge,GAME_OR_UNKNOWN,DEVELOPER,developer,Deck13,deck13,Deck13,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/378540,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Deck13,deck13,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-walking-dead-onslaught,The Walking Dead Onslaught,PAL España,standard,the walking dead onslaught,the walking dead onslaught,GAME_OR_UNKNOWN,DEVELOPER,developer,Survios,survios,Survios,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | C_DISCOVERY,https://store.playstation.com/es-es/product/EP2147-CUSA19513_00-PW1RELEASE000001 | https://store.steampowered.com/app/1082680 | https://www.wikidata.org/wiki/Q122386356 | https://gamesdb.launchbox-app.com/games/details/207988,"Desarrollado y publicado por Survios, Inc 2016-2020 The Walking Dead 2020 AMC Network Entertainment LLC | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA16278_00,,,Survios,survios,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-the-walking-dead-onslaught-survivors-edition,The Walking Dead Onslaught [Survivors Edition],PAL España,standard,the walking dead onslaught,the walking dead onslaught,GAME_OR_UNKNOWN,DEVELOPER,developer,Survios,survios,Survios,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | C_DISCOVERY,https://store.playstation.com/es-es/product/EP2147-CUSA19513_00-PW1RELEASE000001 | https://store.steampowered.com/app/1082680 | https://www.wikidata.org/wiki/Q122386356 | https://gamesdb.launchbox-app.com/games/details/207988,"Desarrollado y publicado por Survios, Inc 2016-2020 The Walking Dead 2020 AMC Network Entertainment LLC | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Survios,survios,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-thief-limited-edition,Thief [Limited Edition],PAL España,standard,thief,thief,EDITION_VARIANT,DEVELOPER,developer,Eidos Montreal,eidos-montreal,Eidos Montréal | Eidos-Montréal | Eidos Montreal,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/239160 | https://www.wikidata.org/wiki/Q4051399 | https://gamesdb.launchbox-app.com/games/details/18577,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Eidos Montreal,eidos-montreal,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
