slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
ceris-software,Ceris Software,2,developer,company-logos/ceris-software.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ceris-software,,,,,,,image/svg+xml,1200,600,86f6a6650eca78adf6a8090c09c70ee468dee21bf04c6c249cdb8f88fc86a449,No exact authentic logo was documented in the researched sources.
chair-entertainment,Chair Entertainment,2,developer,company-logos/chair-entertainment.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q5068045,Chair Entertainment,WIKIDATA_SEARCH_EXACT_LABEL,Chair Entertainment Group logo.png,https://commons.wikimedia.org/wiki/File:Chair_Entertainment_Group_logo.png,https://upload.wikimedia.org/wikipedia/commons/7/7b/Chair_Entertainment_Group_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://www.naturalpoint.com/optitrack/about/customers/,Chair Entertainment Group,,https://www.wikidata.org/wiki/Q5068045,,https://en.wikipedia.org/wiki/Chair_Entertainment,https://www.regionatlas.games/compania/chair-entertainment,+2005-00-00T00:00:00Z,,Q739711,,,,image/png,393,101,ee9b733f5443584513cfc519c36b573d7070d4c39b229c80d94d45ac9558f4fb,
check-six-games,Check Six Games,2,developer,company-logos/check-six-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/check-six-games,,,,,,,image/svg+xml,1200,600,f9b305a24b9c9a5afec25dce7e37342c7c75b60cabeb59ab0f82fa8dea02d138,No exact authentic logo was documented in the researched sources.
chilidog-interactive,Chilidog Interactive LLC,2,both,company-logos/chilidog-interactive.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q109063277,ChiliDog Interactive,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,https://chilidoginteractive.com/,https://www.wikidata.org/wiki/Q109063277,,,https://www.regionatlas.games/compania/chilidog-interactive,,,,,,,image/svg+xml,1200,600,d9e66a769c369dc6ff47894e7159c37a09a0ae64287ebd587b4d4425cfca8eeb,Exact entity located but no documented logo claim was available.
chun-soft,Chun Soft,2,publisher,company-logos/chun-soft.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/chun-soft,,,,,,,image/svg+xml,1200,600,308e8c5a61d4f5ca971f819a97e6f1e31a16591abbfd470041a9f49e2ec177c1,No exact authentic logo was documented in the researched sources.
clab,Clab.,2,developer,company-logos/clab.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/clab,,,,,,,image/svg+xml,1200,600,b8388fe59f2a1502f2b837a0b368535f4d3c941b67e3e3b98d77637acdc29d36,No exact authentic logo was documented in the researched sources.
clear-stage-studios,Clear Stage Studios,2,developer,company-logos/clear-stage-studios.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/clear-stage-studios,,,,,,,image/svg+xml,1200,600,4bd8a1311f6dab099797a170f15310d20c1aad5da25906b456f9a4818ad5c674,No exact authentic logo was documented in the researched sources.
clickteam-llc,Clickteam LLC,2,developer,company-logos/clickteam-llc.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q2294659,Clickteam,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,https://www.clickteam.com/,https://www.wikidata.org/wiki/Q2294659,,https://en.wikipedia.org/wiki/Clickteam,https://www.regionatlas.games/compania/clickteam-llc,+1993-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,e28934eb6e34ad7a8e532cc7c4101503c79357dec63da1897388787335c7b1ba,Exact entity located but no documented logo claim was available.
cliffhanger-productions,Cliffhanger Productions,2,developer,company-logos/cliffhanger-productions.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/cliffhanger-productions,,,,,,,image/svg+xml,1200,600,d3d9bb8fe590e37c9ed0bdaadacb556f484f94478a74da74f64d2b352f14b689,No exact authentic logo was documented in the researched sources.
climax-group,Climax Group,2,both,company-logos/climax-group.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/climax-group,,,,,,,image/svg+xml,1200,600,61a7a96b54e558d4ce280e7c365fe59a725dd879d321ab021aeb8a531a8223c1,No exact authentic logo was documented in the researched sources.
coatsink,Coatsink,2,developer,company-logos/coatsink.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q100371924,Coatsink,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://coatsink.com/,https://www.wikidata.org/wiki/Q100371924,,,https://www.regionatlas.games/compania/coatsink,+2009-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,37dd55249c6d6af2a96f59635012f058eae4f449debd31edfc597d8cc0bf2ba0,Exact entity located but no documented logo claim was available.
codemasters-racing,Codemasters Racing,2,publisher,company-logos/codemasters-racing.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/codemasters-racing,,,,,,,image/svg+xml,1200,600,35a90cad00100ff1854c2a73c230f9474987a5c0be39cc7f13767298f8ff1cf0,No exact authentic logo was documented in the researched sources.
codemasters-southam,Codemasters Southam,2,developer,company-logos/codemasters-southam.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/codemasters-southam,,,,,,,image/svg+xml,1200,600,cdabad2ae4a53c51146b0142df1d2ddf4d8c89c767363042486f8008f9dc0edd,No exact authentic logo was documented in the researched sources.
cohort-studios,Cohort Studios,2,developer,company-logos/cohort-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q5141434,Cohort Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.cohortstudios.com,https://www.wikidata.org/wiki/Q5141434,,https://en.wikipedia.org/wiki/Cohort_Studios,https://www.regionatlas.games/compania/cohort-studios,+2006-03-00T00:00:00Z,+2011-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,a0927757c3e0aa5d56ec547c5a69c9ed4dc9363f7d5351aace08196736a25d8e,Exact entity located but no documented logo claim was available.
cold-iron-studios,Cold Iron Studios,2,developer,company-logos/cold-iron-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q105785663,Cold Iron Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://coldironstudios.com/,https://www.wikidata.org/wiki/Q105785663,,,https://www.regionatlas.games/compania/cold-iron-studios,+2015-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,54e6b6a009410382bf071991961d11318bc2e295968ed7211b2a5a31270d271f,Exact entity located but no documented logo claim was available.
cold-symmetry,Cold Symmetry,2,developer,company-logos/cold-symmetry.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q124300214,Cold Symmetry,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q124300214,,,https://www.regionatlas.games/compania/cold-symmetry,+2017-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,e6d9007bf36cc1c2b835a49a4a9166f90d01f0dd02abcdc1866d472a08701c57,Exact entity located but no documented logo claim was available.
collision-studios,Collision Studios,2,developer,company-logos/collision-studios.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,MULTIPLE_EXACT_LABEL_ENTITIES,,,,,,,,,,,,https://www.regionatlas.games/compania/collision-studios,,,,,,,image/svg+xml,1200,600,f64302a873923f5753c142763aca4973e46e7098f2f8cd1d137c786ee6a66852,No exact authentic logo was documented in the researched sources.
compile-heart-sting-d4-enterprises,"Compile Heart, Sting, D4 Enterprises",2,developer,company-logos/compile-heart-sting-d4-enterprises.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/compile-heart-sting-d4-enterprises,,,,,,,image/svg+xml,1200,600,67fc5ee61759fb40fa4b95c8264dce8caf7862c16494f8add0c4345030441243,Composite credit: split companies before assigning individual logos.
con-artist-games,Con Artist Games,2,developer,company-logos/con-artist-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q109794495,Con Artist Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.conartistgames.com/,https://www.wikidata.org/wiki/Q109794495,,,https://www.regionatlas.games/compania/con-artist-games,,,,,,,image/svg+xml,1200,600,0e8a20f40c0cfccc27fe861e9466fda4ffdd71f2a40e02905580a9a046bc411d,Exact entity located but no documented logo claim was available.
conradical-games,Conradical Games,2,developer,company-logos/conradical-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q114679058,Conradical Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://conradicalgames.netlify.app/,https://www.wikidata.org/wiki/Q114679058,,,https://www.regionatlas.games/compania/conradical-games,,,,,,,image/svg+xml,1200,600,d6324a34686f7e24443a1370271c19281c304e5119e447527d07373a4dc42601,Exact entity located but no documented logo claim was available.
console-labs-s-a-limited-legacy-games,"Console Labs S.A, Limited Legacy Games",2,publisher,company-logos/console-labs-s-a-limited-legacy-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/console-labs-s-a-limited-legacy-games,,,,,,,image/svg+xml,1200,600,eb8aa009d7f554fa0a26a4c0b0a763cbf92931cb5d57645e208cfadec5fff675,Composite credit: split companies before assigning individual logos.
coresoft,Coresoft,2,developer,company-logos/coresoft.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,MULTIPLE_EXACT_LABEL_ENTITIES,,,,,,,,,,,,https://www.regionatlas.games/compania/coresoft,,,,,,,image/svg+xml,1200,600,3e07072a5f7b82c57f504fc0defb7ba994c998dfcb6acf4dc39e37be9e3196d9,No exact authentic logo was documented in the researched sources.
corey-sandler,Corey Sandler,2,developer,company-logos/corey-sandler.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/corey-sandler,,,,,,,image/svg+xml,1200,600,595bc8574eb3563a8f5ec3d376a549d4b09c46833ad418756195c8868f476659,No exact authentic logo was documented in the researched sources.
cradle-games,Cradle games,2,developer,company-logos/cradle-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q108000732,Cradle Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.cradlegames.com,https://www.wikidata.org/wiki/Q108000732,,,https://www.regionatlas.games/compania/cradle-games,+2015-04-02T00:00:00Z,,,,,,image/svg+xml,1200,600,67d48649c05dfc46182c7836ba975211b302b7e16400ca2c5d4112d53b4679fc,Exact entity located but no documented logo claim was available.
crafts-meister,Crafts & Meister,2,developer,company-logos/crafts-meister.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/crafts-meister,,,,,,,image/svg+xml,1200,600,23d22ec127704cde889430a7e0edc4b6c995500b3ae47d4e1cb5dfa2ecfd0a46,Composite credit: split companies before assigning individual logos.
crazy-games-climax-graphics,Crazy Games (Climax Graphics),2,both,company-logos/crazy-games-climax-graphics.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/crazy-games-climax-graphics,,,,,,,image/svg+xml,1200,600,d05a567097242217acbb862571965b5202c2212199e761cee6b8c8e564ea4c90,No exact authentic logo was documented in the researched sources.
crazy-viking-studios,Crazy Viking Studios,2,developer,company-logos/crazy-viking-studios.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/crazy-viking-studios,,,,,,,image/svg+xml,1200,600,e4ece9ab03457895fc1ed997d4598eec88313f49c1a02dd007ae18d6372bab29,No exact authentic logo was documented in the researched sources.
crazybunch,CrazyBunch,2,developer,company-logos/crazybunch.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q102507446,CrazyBunch,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.crazybunch.biz/,https://www.wikidata.org/wiki/Q102507446,,,https://www.regionatlas.games/compania/crazybunch,+2014-09-01T00:00:00Z,,,,,,image/svg+xml,1200,600,dea2314222cbe339fa62da5026df37dfe92523c5d43fafd82ee748df2c89a227,Exact entity located but no documented logo claim was available.
creat-studios,Creat Studios,2,developer,company-logos/creat-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q4036654,Creat Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://creatstudios.ru,https://www.wikidata.org/wiki/Q4036654,,https://en.wikipedia.org/wiki/Creat_Studios,https://www.regionatlas.games/compania/creat-studios,+1990-01-01T00:00:00Z,,,,,,image/svg+xml,1200,600,81e7bcde4cf7c3814f6964661d1a23e67cac65e870a6bf31a6946cb6bc879b6c,Exact entity located but no documented logo claim was available.
creative,Creative,2,publisher,company-logos/creative.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/creative,,,,,,,image/svg+xml,1200,600,02028136fa2d6bb91b911a0e3fb0829e7ba3260e8ac8970bcf0e4ea560a917c4,No exact authentic logo was documented in the researched sources.
creative-bytes-studios,Creative Bytes Studios,2,developer,company-logos/creative-bytes-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q108169852,Creative Bytes Studios,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q108169852,,,https://www.regionatlas.games/compania/creative-bytes-studios,,,,,,,image/svg+xml,1200,600,fdbd9304585d0e9f9e4ca662ee3e365dca87fdab53098f679f7e63ae18ca08d2,Exact entity located but no documented logo claim was available.
creative-games-and-computer-graphics-corporation,Creative Games and Computer Graphics Corporation,2,developer,company-logos/creative-games-and-computer-graphics-corporation.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/creative-games-and-computer-graphics-corporation,,,,,,,image/svg+xml,1200,600,00210cfcf596d9d30e37b2e06cd592c2de1ef9da2012d44ee12e6dd552a2800c,No exact authentic logo was documented in the researched sources.
crypton-future-media,Crypton Future Media,2,developer,company-logos/crypton-future-media.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q558629,Crypton Future Media,WIKIDATA_SEARCH_EXACT_LABEL,Crypton Future Media logo.svg,https://commons.wikimedia.org/wiki/File:Crypton_Future_Media_logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Crypton_Future_Media_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Official Website of Magical Mirai 2018,"Crypton Future Media, Inc. Fixed with official text color by the uploader.",https://www.crypton.co.jp/ | https://www.crypton.co.jp,https://www.wikidata.org/wiki/Q558629,https://es.wikipedia.org/wiki/Crypton_Future_Media,https://en.wikipedia.org/wiki/Crypton_Future_Media,https://www.regionatlas.games/compania/crypton-future-media,+1995-07-00T00:00:00Z,,,,,,image/svg+xml,287,68,32191de003b5f7a25efebd561e8f263ff6d389fd16fb006e786aa452e94f481b,
csk-research-institute,CSK Research Institute Corp.,2,developer,company-logos/csk-research-institute.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/csk-research-institute,,,,,,,image/svg+xml,1200,600,7caf19714df7f3f26252b944f79f0a565cacf403c4e1c724335e76f19363f5e9,No exact authentic logo was documented in the researched sources.
curveball,Curveball,2,publisher,company-logos/curveball.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/curveball,,,,,,,image/svg+xml,1200,600,221727130abd30fd08728e4fbf928ce9b351d5fe5b3ffb6ccf88f6a68fa00698,No exact authentic logo was documented in the researched sources.
cyberconnect,CyberConnect,2,developer,company-logos/cyberconnect.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/cyberconnect,,,,,,,image/svg+xml,1200,600,2368cfa316f954f188f4a490b9085d188eec93bbc788214ac7d9a4e9dc7d25fc,No exact authentic logo was documented in the researched sources.
cyberdreams,Cyberdreams,2,developer,company-logos/cyberdreams.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q5197770,Cyberdreams,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q5197770,https://es.wikipedia.org/wiki/Cyberdreams,https://en.wikipedia.org/wiki/Cyberdreams,https://www.regionatlas.games/compania/cyberdreams,+1990-01-01T00:00:00Z,+1997-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,a669691074cc35750a6e52d34e7ac19f6c55f7859004b63bd3eb453e3c21beff,Exact entity located but no documented logo claim was available.
cyberfront,CyberFront,2,publisher,company-logos/cyberfront.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q9197236,CyberFront,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.cyberfront.co.jp/,https://www.wikidata.org/wiki/Q9197236,,,https://www.regionatlas.games/compania/cyberfront,+1998-00-00T00:00:00Z,+2013-12-19T00:00:00Z,,,,,image/svg+xml,1200,600,aefd417e36124b9430bf6a4651da94e1c7f55e702b107de45586655d03b0dcd2,Exact entity located but no documented logo claim was available.
d-39-avekki-studios,D'Avekki Studios Limited,2,developer,company-logos/d-39-avekki-studios.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q59348368,D'Avekki Studios,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q59348368,,,https://www.regionatlas.games/compania/d-39-avekki-studios,+2003-12-09T00:00:00Z,,,,,,image/svg+xml,1200,600,356a21c76b16b94ea55d5d57ee6001164a624a9f3fc4de304577cfeaf2da4f7d,Exact entity located but no documented logo claim was available.
daedalic,Daedalic,2,both,company-logos/daedalic.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/daedalic,,,,,,,image/svg+xml,1200,600,e6eace63a9ac1681e1058cd78bb63e04e5c68b531a8def0ea4adcb8c3fbc3935,No exact authentic logo was documented in the researched sources.
danger-productions,Danger Productions,2,developer,company-logos/danger-productions.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/danger-productions,,,,,,,image/svg+xml,1200,600,b40177c82f4525a23ddc20d5abfd57db4517f8c5def66cf006864906f4a716a6,No exact authentic logo was documented in the researched sources.
dark-computer-entertainment-limited,Dark Computer Entertainment Limited,2,developer,company-logos/dark-computer-entertainment-limited.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dark-computer-entertainment-limited,,,,,,,image/svg+xml,1200,600,64e6736b8d83c2fcdf16f0f0a0f5b9dc611a7c4c96cf01332121ec91c60d6d3c,No exact authentic logo was documented in the researched sources.
darkblack,Darkblack,2,developer,company-logos/darkblack.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/darkblack,,,,,,,image/svg+xml,1200,600,f06ede96808baba0538498692bc38666b20c5d712f40b3eab8e96bb902f08cfd,No exact authentic logo was documented in the researched sources.
data-design,Data Design,2,both,company-logos/data-design.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/data-design,,,,,,,image/svg+xml,1200,600,0e1a9d6bda147174491ea6ab020f1fe7b80e4b3eca164c443313dac71661dc6a,No exact authentic logo was documented in the researched sources.
data-west,Data West,2,both,company-logos/data-west.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/data-west,,,,,,,image/svg+xml,1200,600,5add847ee3a12f8cf0a2a957c0dd7b75a6181ccaf15973aaa141cc38e83addcf,No exact authentic logo was documented in the researched sources.
datt-japan,DATT Japan,2,both,company-logos/datt-japan.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/datt-japan,,,,,,,image/svg+xml,1200,600,f07c8e4d2ab8232d12e9db5d4fb211a6b1560c533f1bfadbe5a309ca25bcdd7d,No exact authentic logo was documented in the researched sources.
david-palmer-productions,David A. Palmer Productions,2,developer,company-logos/david-palmer-productions.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/david-palmer-productions,,,,,,,image/svg+xml,1200,600,647306bd8642901a0b214aa9fb6bd36cec18af3cc828f296693bf62eb42ed06e,No exact authentic logo was documented in the researched sources.
daybreak-games,Daybreak Games,2,developer,company-logos/daybreak-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/daybreak-games,,,,,,,image/svg+xml,1200,600,e177de76294592b7a7330c5b9d05aec09bde2f8cebcd0c3a1d12806c4d3695b2,No exact authentic logo was documented in the researched sources.
dazz-nexus-interact,DaZZ (Nexus Interact),2,publisher,company-logos/dazz-nexus-interact.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dazz-nexus-interact,,,,,,,image/svg+xml,1200,600,c4c7c7a2576748b0b3b136744d145cd1fee02243034084ced6d4471647db0325,No exact authentic logo was documented in the researched sources.
dead-mage,Dead Mage,2,developer,company-logos/dead-mage.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q33327493,Dead Mage,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://deadmage.com/,https://www.wikidata.org/wiki/Q33327493,,,https://www.regionatlas.games/compania/dead-mage,+2010-12-01T00:00:00Z,,,,,,image/svg+xml,1200,600,c54d05446f3b9aa316a553159b0db503f816a4387d0158f68a73712e70e436d7,Exact entity located but no documented logo claim was available.
deck-nine,Deck Nine,2,developer,company-logos/deck-nine.jpg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q3147892,Deck Nine,WIKIDATA_SEARCH_EXACT_LABEL,Deck Nine Games Logo.jpg,https://commons.wikimedia.org/wiki/File:Deck_Nine_Games_Logo.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Deck_Nine_Games_Logo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://twitter.com/DeckNineGames ( https://pbs.twimg.com/profile_images/869934739465134080/KUsCiNKC_400x400.jpg ),Deck Nine,https://deckninegames.com,https://www.wikidata.org/wiki/Q3147892,https://es.wikipedia.org/wiki/Deck_Nine,https://en.wikipedia.org/wiki/Deck_Nine,https://www.regionatlas.games/compania/deck-nine,+1997-01-01T00:00:00Z,,,,,,image/jpeg,400,400,15d5d9c88d5d866e44fcbbe673ca3d09404f9903644091d50e0e3e91f2191854,
deep-silver-koch-media,"Deep Silver, KOCH Media",2,publisher,company-logos/deep-silver-koch-media.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/deep-silver-koch-media,,,,,,,image/svg+xml,1200,600,aa8df3009126547c6a457cac230cf6e3dfec55e773bfd770497f9c8123060b8b,Composite credit: split companies before assigning individual logos.
deep-space,Deep Space,2,developer,company-logos/deep-space.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/deep-space,,,,,,,image/svg+xml,1200,600,cccde1dfdf0b58813bc7766725ab75814837c3042be62a994634b1d6276f6aee,No exact authentic logo was documented in the researched sources.
deep-water-sega,Deep Water (Sega),2,publisher,company-logos/deep-water-sega.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/deep-water-sega,,,,,,,image/svg+xml,1200,600,d842e4e393ef21f07885063acda15496acb397fde5be237e8d07c2cdf24b61a9,No exact authentic logo was documented in the researched sources.
deepnight-games,Deepnight Games,2,developer,company-logos/deepnight-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q100991013,Deepnight Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://deepnight.net/,https://www.wikidata.org/wiki/Q100991013,,,https://www.regionatlas.games/compania/deepnight-games,+2020-06-08T00:00:00Z,,,,,,image/svg+xml,1200,600,7bf06da65dc84be9f8ca36fdd46974016c9bf6beb6b4d628d42c15658a23a5ad,Exact entity located but no documented logo claim was available.
delphine,Delphine,2,developer,company-logos/delphine.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/delphine,,,,,,,image/svg+xml,1200,600,388cf12c4593b993e7ecf8786ede4deb8f61a0f3911bd4a8c95fbec9cc071416,No exact authentic logo was documented in the researched sources.
dennaton-games,Dennaton Games,2,developer,company-logos/dennaton-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q15623283,Dennaton Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.dennaton.com/,https://www.wikidata.org/wiki/Q15623283,,https://en.wikipedia.org/wiki/Dennaton_Games,https://www.regionatlas.games/compania/dennaton-games,+2012-01-01T00:00:00Z,,,Q60823102 | Q6272356,,,image/svg+xml,1200,600,de4bb7390bd67d052c0f96548159af6290d8b2302b3b35bb5d2a75e42fafea2e,Exact entity located but no documented logo claim was available.
digicube,Digicube,2,developer,company-logos/digicube.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q1224647,DigiCube,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q1224647,https://es.wikipedia.org/wiki/DigiCube,https://en.wikipedia.org/wiki/DigiCube,https://www.regionatlas.games/compania/digicube,+1996-02-06T00:00:00Z,+2003-01-01T00:00:00Z,Q207784,Q207784,,,image/svg+xml,1200,600,745e993bbc0c26b194665ae53e6c891f36fdaad76cf0d84650a7871e4ffbf284,Exact entity located but no documented logo claim was available.
